author,clickbait_reasons,clickbait_score,collection_method,fact_check_rating,fact_check_title,feed_url,headline,headline_original,id,label,labeling_method,needs_review,published_at,scraped_at,section,source,source_type,split,url,headline_language_detected,headline_language_probability,headline_translation_reason,headline_translation_method
,,,factcheck_sitemap_url_slug,,,,cristina fernandez de kirchner en 12 anos y medio logramos la participacion de los trabajadores mas alta en toda la historia del pbi nacional,cristina fernandez de kirchner en 12 anos y medio logramos la participacion de los trabajadores mas alta en toda la historia del pbi nacional,dd5a90daefd905bb,fake_news,claimreview-factcheck-v1.0,False,2025-06-11T16:37:03+00:00,2026-04-21T00:04:31.694476+00:00,,Chequeado,fake_news,train,https://chequeado.com/ultimas-noticias/cristina-fernandez-de-kirchner-en-12-anos-y-medio-logramos-la-participacion-de-los-trabajadores-mas-alta-en-toda-la-historia-del-pbi-nacional/,es,0.999996,kept,kept_original
,,,factcheck_sitemap_url_slug,,,,las 3 claves del fallo de la corte suprema que ratifica la condena a cristina fernandez de kirchner a 6 anos de prision en la causa vialidad,las 3 claves del fallo de la corte suprema que ratifica la condena a cristina fernandez de kirchner a 6 anos de prision en la causa vialidad,85347c43ab897b8f,fake_news,claimreview-factcheck-v1.0,False,2025-06-10T22:15:19+00:00,2026-04-21T00:04:31.694614+00:00,,Chequeado,fake_news,train,https://chequeado.com/el-explicador/las-3-claves-del-fallo-de-la-corte-suprema-que-ratifica-la-condena-a-cristina-fernandez-de-kirchner-a-6-anos-de-prision-en-la-causa-vialidad/,es,0.999995,kept,kept_original
,,,factcheck_sitemap_url_slug,,,,sentencia firme carcel y fueros que puede pasar si la corte suprema condena a cfk,sentencia firme carcel y fueros que puede pasar si la corte suprema condena a cfk,ef5ab7579f8cf916,fake_news,claimreview-factcheck-v1.0,False,2025-06-10T21:14:06+00:00,2026-04-21T00:04:31.694727+00:00,,Chequeado,fake_news,train,https://chequeado.com/el-explicador/sentencia-firme-carcel-y-fueros-que-puede-pasar-si-la-corte-suprema-condena-a-cfk/,es,0.999994,kept,kept_original
,,,factcheck_sitemap_url_slug,,,,causa vialidad cristina fernandez de kirchner puede ir presa,causa vialidad cristina fernandez de kirchner puede ir presa,9eedeaea77850edf,fake_news,claimreview-factcheck-v1.0,False,2025-06-10T21:01:37+00:00,2026-04-21T00:04:31.694812+00:00,,Chequeado,fake_news,train,https://chequeado.com/el-explicador/causa-vialidad-cristina-fernandez-de-kirchner-puede-ir-presa/,es,0.999993,kept,kept_original
,,,factcheck_sitemap_url_slug,,,,que otros ex presidentes fueron condenados en la historia argentina,que otros ex presidentes fueron condenados en la historia argentina,07a06b32d4fdbefc,fake_news,claimreview-factcheck-v1.0,False,2025-06-10T20:37:04+00:00,2026-04-21T00:04:31.694892+00:00,,Chequeado,fake_news,train,https://chequeado.com/el-explicador/que-otros-ex-presidentes-fueron-condenados-en-la-historia-argentina/,es,0.999997,kept,kept_original
,,,factcheck_sitemap_url_slug,,,,causa vialidad la camara de casacion confirmo la condena contra cristina fernandez de kirchner,causa vialidad la camara de casacion confirmo la condena contra cristina fernandez de kirchner,a5834d6540aaa206,fake_news,claimreview-factcheck-v1.0,False,2025-06-10T19:39:41+00:00,2026-04-21T00:04:31.694984+00:00,,Chequeado,fake_news,train,https://chequeado.com/el-explicador/causa-vialidad-la-camara-de-casacion-confirmo-la-condena-contra-cristina-fernandez-de-kirchner/,es,0.999994,kept,kept_original
,,,factcheck_sitemap_url_slug,,,,juicio a cristina fernandez de kirchner que pruebas valoran los fiscales para pedir su condena a 12 anos,juicio a cristina fernandez de kirchner que pruebas valoran los fiscales para pedir su condena a 12 anos,81d4e4de9f959040,fake_news,claimreview-factcheck-v1.0,False,2025-06-10T19:36:47+00:00,2026-04-21T00:04:31.695089+00:00,,Chequeado,fake_news,train,https://chequeado.com/el-explicador/juicio-a-cristina-fernandez-de-kirchner-que-pruebas-valoran-los-fiscales-para-pedir-su-condena-a-12-anos/,es,0.999993,kept,kept_original
,,,factcheck_sitemap_url_slug,,,,causa vialidad que es el articulo 280 del codigo procesal que podria aplicar la corte suprema para condenar a cfk,causa vialidad que es el articulo 280 del codigo procesal que podria aplicar la corte suprema para condenar a cfk,b20850381ee3f585,fake_news,claimreview-factcheck-v1.0,False,2025-06-10T19:28:33+00:00,2026-04-21T00:04:31.695204+00:00,,Chequeado,fake_news,train,https://chequeado.com/el-explicador/causa-vialidad-que-es-el-articulo-280-del-codigo-procesal-que-podria-aplicar-la-corte-suprema-para-condenar-a-cfk/,es,0.999994,kept,kept_original
,,,factcheck_sitemap_url_slug,,,,cfk esta procesada en 10 casos cuales son las causas en su contra,cfk esta procesada en 10 casos cuales son las causas en su contra,9801b85817a7cf60,fake_news,claimreview-factcheck-v1.0,False,2025-06-10T18:42:46+00:00,2026-04-21T00:04:31.695303+00:00,,Chequeado,fake_news,train,https://chequeado.com/el-explicador/cfk-esta-procesada-en-10-casos-cuales-son-las-causas-en-su-contra/,es,0.999994,kept,kept_original
,,,factcheck_sitemap_url_slug,,,,no al 6 de junio de 2025 la fifa no ha retirado a estados unidos como sede del mundial de futbol 2026,no al 6 de junio de 2025 la fifa no ha retirado a estados unidos como sede del mundial de futbol 2026,c41b4af922f58d54,fake_news,claimreview-factcheck-v1.0,False,2025-06-10T17:26:29+00:00,2026-04-21T00:04:31.695409+00:00,,Chequeado,fake_news,train,https://chequeado.com/ultimas-noticias/no-al-6-de-junio-de-2025-la-fifa-no-ha-retirado-a-estados-unidos-como-sede-del-mundial-de-futbol-2026/,es,0.85714,kept,kept_original
,,,factcheck_sitemap_url_slug,,,,no javier milei y el papa leon xiv no posaron frente a un cuadro del arcangel miguel pisando la cabeza de satanas la foto viral esta editada,no javier milei y el papa leon xiv no posaron frente a un cuadro del arcangel miguel pisando la cabeza de satanas la foto viral esta editada,192cdbafeaa64a0c,fake_news,claimreview-factcheck-v1.0,False,2025-06-10T15:48:13+00:00,2026-04-21T00:04:31.695540+00:00,,Chequeado,fake_news,train,https://chequeado.com/ultimas-noticias/no-javier-milei-y-el-papa-leon-xiv-no-posaron-frente-a-un-cuadro-del-arcangel-miguel-pisando-la-cabeza-de-satanas-la-foto-viral-esta-editada/,es,0.999997,kept,kept_original
María Pascual,,,factcheck_feed,,,https://www.newtral.es/feed/,El vídeo de Ayuso comprometiéndose a ampliar el contenido sobre el pueblo judío en la ESO es de 2020,El vídeo de Ayuso comprometiéndose a ampliar el contenido sobre el pueblo judío en la ESO es de 2020,50d2a21c621bbda4,fake_news,claimreview-factcheck-v1.0,False,2026-04-20T16:05:04+00:00,2026-04-21T00:04:33.450211+00:00,Contexto,Newtral,fake_news,train,https://www.newtral.es/ayuso-secundaria-judio/20260420/,es,0.999996,kept,kept_original
Blanca Perelló,,,factcheck_feed,,,https://www.newtral.es/feed/,"Estos senegaleses no están celebrando un cumpleaños ni la regularización extraordinaria, sino la final de la Copa de África","Estos senegaleses no están celebrando un cumpleaños ni la regularización extraordinaria, sino la final de la Copa de África",529263a433113b76,fake_news,claimreview-factcheck-v1.0,False,2026-04-20T15:51:48+00:00,2026-04-21T00:04:33.450424+00:00,Fakes,Newtral,fake_news,train,https://www.newtral.es/senegaleses-cumpleanos-madrid/20260420/,es,0.999996,kept,kept_original
José Denis Cruz,,,factcheck_feed,,,https://www.newtral.es/feed/,Senegal ha desplegado “misiones itinerantes” para facilitar los trámites administrativos para obtener el pasaporte,Senegal ha desplegado “misiones itinerantes” para facilitar los trámites administrativos para obtener el pasaporte,9c265f6c190c33c0,fake_news,claimreview-factcheck-v1.0,False,2026-04-20T15:26:06+00:00,2026-04-21T00:04:33.450632+00:00,Contexto,Newtral,fake_news,train,https://www.newtral.es/senegal-regularizar-inmigrantes/20260420/,es,0.999993,kept,kept_original
Macarena Lledó,,,factcheck_feed,,,https://www.newtral.es/feed/,No hay registros de que Irene Montero haya afirmado que hubo “más periodistas que simpatizantes” en un acto en Valencia,No hay registros de que Irene Montero haya afirmado que hubo “más periodistas que simpatizantes” en un acto en Valencia,ac4d34542fd75230,fake_news,claimreview-factcheck-v1.0,False,2026-04-20T15:16:44+00:00,2026-04-21T00:04:33.450838+00:00,Contexto,Newtral,fake_news,train,https://www.newtral.es/montero-publico-acto-valencia/20260420/,es,0.999996,kept,kept_original
Jorge Martín,,,factcheck_feed,,,https://www.newtral.es/feed/,"Maldivas, Mónaco y Bahréin, los destinos en los que más dinero al día se gastaron los residentes españoles en 2025","Maldivas, Mónaco y Bahréin, los destinos en los que más dinero al día se gastaron los residentes españoles en 2025",a75b4f09f3bb1d2e,fake_news,claimreview-factcheck-v1.0,False,2026-04-20T14:34:03+00:00,2026-04-21T00:04:33.451040+00:00,msn,Newtral,fake_news,train,https://www.newtral.es/gasto-turistas-espanoles-viajes-extranjero/20260420/,es,0.999996,kept,kept_original
Adriana Rodriguez,,,factcheck_feed,,,https://www.newtral.es/feed/,"Ursula von der Leyen no ha planteado que la vacunación sea obligatoria en 2026, es un vídeo de 2021","Ursula von der Leyen no ha planteado que la vacunación sea obligatoria en 2026, es un vídeo de 2021",6d191cd9be9f1559,fake_news,claimreview-factcheck-v1.0,False,2026-04-20T12:07:34+00:00,2026-04-21T00:04:33.451228+00:00,Fakes,Newtral,fake_news,train,https://www.newtral.es/ue-vacunacion-obligatoria/20260420/,es,0.999995,kept,kept_original
Luis Mejía García,,,factcheck_feed,,,https://www.newtral.es/feed/,Oyarzabal sí saludó a Ayuso en la final de la Copa del Rey,Oyarzabal sí saludó a Ayuso en la final de la Copa del Rey,b38f370fc39bc926,fake_news,claimreview-factcheck-v1.0,False,2026-04-20T12:06:14+00:00,2026-04-21T00:04:33.451400+00:00,Fakes,Newtral,fake_news,train,https://www.newtral.es/oyarzabal-ayuso/20260420/,es,0.999994,kept,kept_original
Lara Montoto,,,factcheck_feed,,,https://www.newtral.es/feed/,Ni acudieron “350.000 personas” a Sol por la entrega de la medalla a Corina Machado ni este vídeo es actual,Ni acudieron “350.000 personas” a Sol por la entrega de la medalla a Corina Machado ni este vídeo es actual,434cf1bca66ec60d,fake_news,claimreview-factcheck-v1.0,False,2026-04-19T12:16:22+00:00,2026-04-21T00:04:33.451603+00:00,Fakes,Newtral,fake_news,train,https://www.newtral.es/video-antiguo-sol-corina-machado-medalla-350-000-asistentes/20260419/,es,0.999994,kept,kept_original
Yolanda García,,,factcheck_feed,,,https://www.newtral.es/feed/,El Gobierno no acaba de “dar luz verde” a una pensión específica para amas de casa: es una actualización general,El Gobierno no acaba de “dar luz verde” a una pensión específica para amas de casa: es una actualización general,c02a87af9b04856c,fake_news,claimreview-factcheck-v1.0,False,2026-04-19T04:23:00+00:00,2026-04-21T00:04:33.451808+00:00,Actualidad,Newtral,fake_news,train,https://www.newtral.es/pension-amas-de-casa-jubilacion/20260419/,es,0.999997,kept,kept_original
Macarena Lledó,,,factcheck_feed,,,https://www.newtral.es/feed/,"‘Por cien millones’: la historia real de tres mecánicos que secuestraron a Quini, delantero del FC Barcelona, en 1981","‘Por cien millones’: la historia real de tres mecánicos que secuestraron a Quini, delantero del FC Barcelona, en 1981",2c22e2a40589101d,fake_news,claimreview-factcheck-v1.0,False,2026-04-19T04:00:00+00:00,2026-04-21T00:04:33.452012+00:00,Fact-Fiction,Newtral,fake_news,train,https://www.newtral.es/por-cien-millones/20260419/,es,0.999995,kept,kept_original
Zoe Weyand,,,factcheck_feed,,,https://www.politifact.com/rss/factchecks/,Comité Nacional Demócrata: ¿Sería el presupuesto militar propuesto por Trump el mayor aumento desde la Segunda Guerra Mundial?,Democratic National Committee - Would Trump’s proposed military budget be the largest increase since WWII?,cc6977e975bf66d7,fake_news,claimreview-factcheck-v1.0,False,2026-04-20T20:03:18+00:00,2026-04-21T00:05:20.405942+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/apr/20/democratic-national-committee/trump-defense-budget-ww2/,en,0.999997,forced_source,GoogleTranslator(auto->es)
Loreben Tuquero,,,factcheck_feed,,,https://www.politifact.com/rss/factchecks/,"Redes sociales: este vídeo muestra una colisión de petroleros en 2025, no un ataque estadounidense en 2026 contra un carguero iraní","Social Media - This video shows a 2025 oil tankers collision, not a 2026 US strike on Iranian cargo ship",5e5b91f7d7698d72,fake_news,claimreview-factcheck-v1.0,False,2026-04-20T17:29:46+00:00,2026-04-21T00:05:20.406181+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/apr/20/social-media/old-video-us-attack-iran-ship/,en,0.999995,forced_source,GoogleTranslator(auto->es)
Amy Sherman,,,factcheck_feed,,,https://www.politifact.com/rss/factchecks/,Restauración de América: el anuncio de la Ley SAVE America cita una encuesta de identificación de votantes anterior al proyecto de ley y confunde sobre las políticas internacionales,Restoration of America - SAVE America Act ad cites voter ID poll from before bill and misleads on international policies,856e0994382fdd2f,fake_news,claimreview-factcheck-v1.0,False,2026-04-17T16:59:15+00:00,2026-04-21T00:05:20.406400+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/apr/17/restoration-of-america/SAVE-America-Act-voter-ID-citizenship-poll/,en,0.999995,forced_source,GoogleTranslator(auto->es)
Louis Jacobson,,,factcheck_feed,,,https://www.politifact.com/rss/factchecks/,"Donald Trump: Thom Tillis se jubila, pero aún no ha abandonado el Senado. Trump verificando los hechos","Donald Trump - Thom Tillis is retiring, but he hasn’t left the Senate yet. Fact-checking Trump",4547770f7b196803,fake_news,claimreview-factcheck-v1.0,False,2026-04-15T20:10:42+00:00,2026-04-21T00:05:20.406620+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/apr/15/donald-trump/thom-tillis-no-longer-senator-federal-reserve/,en,0.999995,forced_source,GoogleTranslator(auto->es)
Louis Jacobson,,,factcheck_feed,,,https://www.politifact.com/rss/factchecks/,"Byron Donalds - ¿Se creó la Marina de los EE. UU. para enfrentarse a los piratas, como dijo Byron Donalds? Fue una gran razón.","Byron Donalds - Was the US Navy created to take on pirates, as Byron Donalds said? It was a big reason.",d4debbe75ee23aae,fake_news,claimreview-factcheck-v1.0,False,2026-04-14T21:09:29+00:00,2026-04-21T00:05:20.406831+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/apr/14/byron-donalds/iran-blockade-trump-strait-hormuz-barbary/,en,0.999996,forced_source,GoogleTranslator(auto->es)
Samantha Putterman,,,factcheck_feed,,,https://www.politifact.com/rss/factchecks/,Brandon Gill - ¿La 'Ley de Dignidad' de la representante estadounidense de Florida María Salazar otorgaría una amnistía masiva a los inmigrantes?,Brandon Gill - Would Florida US Rep. Maria Salazar’s ‘Dignity Act’ grant mass amnesty to immigrants?,89cfc35f806144d7,fake_news,claimreview-factcheck-v1.0,False,2026-04-13T21:32:02+00:00,2026-04-21T00:05:20.407064+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/apr/13/brandon-gill/dignity-act-amnesty-florida-immigrants-citizenship/,en,0.999994,forced_source,GoogleTranslator(auto->es)
Maria Briceño,,,factcheck_feed,,,https://www.politifact.com/rss/factchecks/,"Donald Trump - No, el Papa León XIV no apoya las armas nucleares en Irán ni en ningún otro lugar, a pesar de la declaración de Trump","Donald Trump - No, Pope Leo XIV does not support nuclear weapons in Iran, or anywhere, despite Trump’s statement",d2d5860dbb6d00fb,fake_news,claimreview-factcheck-v1.0,False,2026-04-13T20:13:29+00:00,2026-04-21T00:05:20.407292+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/apr/13/donald-trump/Pope-Leo-nuclear-weapon-Iran-Trump/,en,0.999996,forced_source,GoogleTranslator(auto->es)
Amy Sherman,,,factcheck_feed,,,https://www.politifact.com/rss/factchecks/,"Commonwealth Together PAC - Un anuncio pro-Ed Markey dice que Seth Moulton ""agradeció a ICE"". Moulton ha llamado a abolir la agencia.",Commonwealth Together PAC - Pro-Ed Markey ad says Seth Moulton ‘thanked ICE.’ Moulton has called to abolish the agency.,fb400ea0b84a6ede,fake_news,claimreview-factcheck-v1.0,False,2026-04-13T16:22:48+00:00,2026-04-21T00:05:20.407520+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/apr/13/commonwealth-together-pac/Moulton-Markey-ICE-resolutions-Trump-Senate-primar/,en,0.999997,forced_source,GoogleTranslator(auto->es)
Maria Briceño,,,factcheck_feed,,,https://www.politifact.com/rss/factchecks/,"Redes sociales: estas fotos de la luna no fueron tomadas por Artemis II, son IA o tomadas desde la Tierra","Social Media - These photos of the moon weren’t taken by Artemis II, they are AI or taken from Earth",193c18f36c0a330e,fake_news,claimreview-factcheck-v1.0,False,2026-04-08T20:07:15+00:00,2026-04-21T00:05:20.407740+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/apr/08/social-media/Moon-photos-artemis-II-AI-NASA/,en,0.999996,forced_source,GoogleTranslator(auto->es)
Loreben Tuquero,,,factcheck_feed,,,https://www.politifact.com/rss/factchecks/,"Redes sociales: ¿Este video muestra a un soldado estadounidense llorando y diciendo que extraña su hogar? No, es IA","Social Media - Does this video show a US soldier crying and saying she misses home? No, it’s AI",858218519d9c5372,fake_news,claimreview-factcheck-v1.0,False,2026-04-07T20:51:14+00:00,2026-04-21T00:05:20.407956+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/apr/07/social-media/american-soldier-crying-iran-AI/,en,0.999996,forced_source,GoogleTranslator(auto->es)
Maria Briceño,,,factcheck_feed,,,https://www.politifact.com/rss/factchecks/,Redes sociales: estas fotos de aviadores F-15 rescatados de Irán no son reales; son generados por IA,Social Media - These photos of F-15 airmen being rescued from Iran aren’t real; they are AI-generated,5b803941ae73b00b,fake_news,claimreview-factcheck-v1.0,False,2026-04-06T22:01:35+00:00,2026-04-21T00:05:20.408181+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/apr/06/social-media/American-Colonel-pilot-photos-AI-Iran/,en,0.999997,forced_source,GoogleTranslator(auto->es)
Jill Terreri Ramos,,,factcheck_feed,,,https://www.politifact.com/rss/factchecks/,"Bruce Blakeman: Nassau encabeza la clasificación de ""condados más seguros"", pero la afirmación de Blakeman es engañosa.","Bruce Blakeman - Nassau tops ‘safest county’ rankings, but Blakeman’s claim is misleading.",bc8cc36d7794e225,fake_news,claimreview-factcheck-v1.0,False,2026-04-03T14:05:06+00:00,2026-04-21T00:05:20.408394+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/apr/03/bruce-blakeman/nassau-tops-safest-county-rankings-but-blakemans-c/,en,0.999998,forced_source,GoogleTranslator(auto->es)
Louis Jacobson,,,factcheck_feed,,,https://www.politifact.com/rss/factchecks/,"Seth Moulton: ¿Es un crimen de guerra bombardear infraestructuras civiles, como ha amenazado Donald Trump?","Seth Moulton - Is it a war crime to bomb civilian infrastructure, as Donald Trump has threatened?",cf47a8f5532ea85a,fake_news,claimreview-factcheck-v1.0,False,2026-04-02T16:06:41+00:00,2026-04-21T00:05:20.408595+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/apr/02/seth-moulton/trump-bomb-civilian-infrastructure-war-crime/,en,0.999998,forced_source,GoogleTranslator(auto->es)
Holden Turek,,,factcheck_feed,,,https://www.politifact.com/rss/factchecks/,Marc Molinaro - ¿Nueva York lidera a Estados Unidos en pérdida de población? Depende de la medida,Marc Molinaro - Does New York lead the US in population loss? It depends on the measure,248c74cfec914587,fake_news,claimreview-factcheck-v1.0,False,2026-04-01T16:53:52+00:00,2026-04-21T00:05:20.408792+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/apr/01/marcus-molinaro/new-york-population-loss-lead-nation/,en,0.999999,forced_source,GoogleTranslator(auto->es)
Louis Jacobson,,,factcheck_feed,,,https://www.politifact.com/rss/factchecks/,Donald Trump: Trump y Hegseth dicen que Estados Unidos ha logrado un cambio de régimen en Irán. ¿Lo tiene?,"Donald Trump - Trump, Hegseth say US has accomplished regime change in Iran. Has it?",5ecfc6f7dd801e9a,fake_news,claimreview-factcheck-v1.0,False,2026-04-01T15:08:01+00:00,2026-04-21T00:05:20.408992+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/apr/01/donald-trump/regime-change-iran-khamenei-hegseth/,en,0.999996,forced_source,GoogleTranslator(auto->es)
Emma Gavazzi,,,factcheck_feed,,,https://www.politifact.com/rss/factchecks/,Blake Gendebien: ¿La leche cuesta menos que en los años 1980?,Blake Gendebien - Does milk cost less than it did in the 1980s?,c6577c45b6a397e7,fake_news,claimreview-factcheck-v1.0,False,2026-03-31T21:29:24+00:00,2026-04-21T00:05:20.409181+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/mar/31/blake-gendebien/milk-prices-consumers-inflation-gallon-1980s/,en,0.999996,forced_source,GoogleTranslator(auto->es)
Louis Jacobson,,,factcheck_feed,,,https://www.politifact.com/rss/factchecks/,Donald Trump - Trump dice que hoy hay más estadounidenses trabajando que nunca. Eso enmascara un débil crecimiento del empleo.,Donald Trump - Trump says more Americans are working today than ever. That masks weak job growth.,1a7f771cc24b2c1e,fake_news,claimreview-factcheck-v1.0,False,2026-03-31T21:25:33+00:00,2026-04-21T00:05:20.409380+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/mar/31/donald-trump/more-americans-working-today-employment/,en,0.999997,forced_source,GoogleTranslator(auto->es)
Maria Briceño,,,factcheck_feed,,,https://www.politifact.com/rss/factchecks/,"Publicaciones de Facebook: agentes de ICE están en algunos aeropuertos, pero este video de un hombre detenido es una parodia","Facebook posts - ICE agents are at some airports, but this video of a man being detained is a skit",70583fc29d01d404,fake_news,claimreview-factcheck-v1.0,False,2026-03-30T21:50:33+00:00,2026-04-21T00:05:20.409585+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/mar/30/facebook-posts/Video-ICE-US-citizen-plane-skit-airport/,en,0.999997,forced_source,GoogleTranslator(auto->es)
Loreben Tuquero,,,factcheck_feed,,,https://www.politifact.com/rss/factchecks/,"Redes sociales: No, Trump no publicó en Truth Social pidiendo a DeSantis que perdone a Tiger Woods","Social Media - No, Trump didn’t post on Truth Social asking DeSantis to pardon Tiger Woods",b352b07c8100479f,fake_news,claimreview-factcheck-v1.0,False,2026-03-30T20:54:34+00:00,2026-04-21T00:05:20.409794+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/mar/30/social-media/donald-trump-fake-post-tiger-woods-pardon/,en,0.999997,forced_source,GoogleTranslator(auto->es)
Amy Sherman,,,factcheck_feed,,,https://www.politifact.com/rss/factchecks/,"Donald Trump - Después de votar por correo en Florida, Trump dijo que votar por correo significa hacer trampa. ¡Pantalones en llamas!","Donald Trump - After voting by mail in Florida, Trump said mail-in voting means cheating. Pants on Fire!",91d81973bbd4efd5,fake_news,claimreview-factcheck-v1.0,False,2026-03-25T21:43:32+00:00,2026-04-21T00:05:20.410003+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/mar/25/donald-trump/trump-voted-by-mail-in-florida-the-same-month-he-f/,en,0.999995,forced_source,GoogleTranslator(auto->es)
,,,factcheck_feed,,,https://www.politifact.com/rss/social/,El Comité Nacional Demócrata dijo que la propuesta de presupuesto para 2027 del presidente Donald Trump sería el mayor aumento del gasto militar desde la Segunda Guerra Mundial. He aquí por qué esto es mayoritariamente cierto.,The Democratic National Committee said President Donald Trump’s 2027 budget proposal would be the largest military spending increase since WWII. Here’s why that’s Mostly True.,1e69f5cef38d7811,fake_news,claimreview-factcheck-v1.0,False,2026-04-20T20:03:18+00:00,2026-04-21T00:05:21.172778+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/apr/20/democratic-national-committee/trump-defense-budget-ww2/,en,0.999998,forced_source,GoogleTranslator(auto->es)
,,,factcheck_feed,,,https://www.politifact.com/rss/social/,"Los usuarios de las redes sociales compartieron un video de un barco en llamas, afirmando que mostraba un ataque reciente de Estados Unidos a un carguero iraní. Pero ese vídeo es de junio de 2025 y muestra las consecuencias de una colisión de dos camiones cisterna.","Social media users shared a video of a ship on fire, claiming it showed a recent U.S. attack on an Iranian cargo ship. But that video is from June 2025, showing the aftermath of a collision of two tankers.",230435818334e393,fake_news,claimreview-factcheck-v1.0,False,2026-04-20T17:29:46+00:00,2026-04-21T00:05:21.173099+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/apr/20/social-media/old-video-us-attack-iran-ship/,en,0.999997,forced_source,GoogleTranslator(auto->es)
,,,factcheck_feed,,,https://www.politifact.com/rss/social/,"Los usuarios de las redes sociales dijeron que el Secretario de Defensa, Pete Hegseth, y el Papa León XIV citaron citas bíblicas falsas. Hegseth compartió un pasaje que, según dijo, reflejaba un versículo de la Biblia, mientras que el Papa León XIV citó e interpretó el mensaje de Jesús en la Biblia.","Social media users said Defense Secretary Pete Hegseth and Pope Leo XIV cited fake Bible quotes. Hegseth shared a passage he said reflected a bible verse, while Pope Leo XIV cited and interpreted Jesus’ message in the Bible.",02a02f173e59bdc1,fake_news,claimreview-factcheck-v1.0,False,2026-04-17T21:59:25+00:00,2026-04-21T00:05:21.173398+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/article/2026/apr/17/Pope-Leo-Hegseth-Bible-verse-Jesus-Pulp-Fiction/,en,0.999997,forced_source,GoogleTranslator(auto->es)
,,,factcheck_feed,,,https://www.politifact.com/rss/social/,Algunos dicen que Walt Disney World recuperó recientemente la frase “damas y caballeros” en su saludo del monorraíl después de eliminarla para que fuera más inclusiva. Esto es lo que sabemos.,Some say Walt Disney World recently brought back the phrase “ladies and gentleman” in its monorail greeting after eliminating it to be more inclusive. Here’s what we know.,9bff6604e52a53a5,fake_news,claimreview-factcheck-v1.0,False,2026-04-17T21:27:34+00:00,2026-04-21T00:05:21.173667+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/article/2026/apr/17/florida-disney-monorail-greeting-ladies-gentlemen/,en,0.999996,forced_source,GoogleTranslator(auto->es)
,,,factcheck_feed,,,https://www.politifact.com/rss/social/,El anuncio televisivo de un grupo conservador dice que el 83% de los estadounidenses apoyan una identificación con fotografía para votar. Esto proviene de una encuesta de 2025 anterior a la Ley SAVE America apoyada por Trump.,A conservative group’s TV ad says 83% of Americans support photo ID to vote. That comes from a 2025 survey which predates the Trump-supported SAVE America Act.,c1f2e6fd179db7a9,fake_news,claimreview-factcheck-v1.0,False,2026-04-17T16:59:15+00:00,2026-04-21T00:05:21.173944+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/factchecks/2026/apr/17/restoration-of-america/SAVE-America-Act-voter-ID-citizenship-poll/,en,0.999997,forced_source,GoogleTranslator(auto->es)
,,,factcheck_feed,,,https://www.politifact.com/rss/social/,"A pesar de lo que hayas visto en línea, tu lechuga no te vacuna contra la polio. Pero hay algo de ciencia real detrás de esta afirmación frondosa.","Despite what you might have seen online, your lettuce isn’t vaccinating you against polio. But there is some real science behind this leafy claim.",79c53d84d7f91cb8,fake_news,claimreview-factcheck-v1.0,False,2026-04-16T21:31:25+00:00,2026-04-21T00:05:21.174194+00:00,,PolitiFact,fake_news,train,http://www.politifact.com/article/2026/apr/16/vaccines-food-lettuce-tomatos-edible-fda/,en,0.999996,forced_source,GoogleTranslator(auto->es)
